city_name,description,cause_of_incident,from_road,to_road,affected_roads,incident_category_desc,magnitude_of_delay_desc,length_in_meters,delay_in_seconds,incident_date
Guimaraes,"stationary traffic",,"Rua de São Tomé e Príncipe",N105,,Jam,Major,211,203,"2019-02-28 19:45:01.855000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,953,152,"2019-02-28 19:45:01.855000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,929,197,"2019-02-28 19:25:01.618000"
Guimaraes,"stationary traffic",,"N105 / Rua da Cruz de Pedra","Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras",,Jam,Major,180,137,"2019-02-28 19:25:01.618000"
Guimaraes,"stationary traffic",,"N105 / Rua da Cruz de Pedra","Largo 25 de Abril (N101)",,Jam,Major,234,326,"2019-02-28 19:25:01.618000"
Guimaraes,"stationary traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,634,199,"2019-02-28 19:25:01.618000"
Guimaraes,"stationary traffic",,"Quinta de Vilaverde",Urgezes,,Jam,Major,400,207,"2019-02-28 19:25:01.618000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,228,226,"2019-02-28 19:25:01.618000"
Guimaraes,"stationary traffic",,"IC5 (Mesão Frio) (N101)","Oliveira Do Castelo (N101)",N101,Jam,Major,424,146,"2019-02-28 19:25:01.618000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,1341,318,"2019-02-28 19:05:02.140000"
Guimaraes,"stationary traffic",,Fermentões,"Rua de Santa Eulália (N101)",,Jam,Major,177,138,"2019-02-28 19:05:02.140000"
Guimaraes,"stationary traffic",,"N105 / Rua da Cruz de Pedra","Largo 25 de Abril (N101)",,Jam,Major,234,335,"2019-02-28 19:05:02.140000"
Guimaraes,"stationary traffic",,"Oliveira Do Castelo (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,333,231,"2019-02-28 19:05:02.140000"
Guimaraes,"queuing traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Moderate,1099,173,"2019-02-28 19:05:02.140000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua Reitor Francisco José Ribeiro (N101)",N101,Jam,Major,615,153,"2019-02-28 19:05:02.140000"
Guimaraes,"stationary traffic",,N105,"Rua do Paio Galvão (N101) / Avenida Conde Margaride",,Jam,Major,553,187,"2019-02-28 18:45:01.873000"
Guimaraes,"stationary traffic",,"N206 (N105)","Rua Eduardo Manuel De Almeida (N105)",N105,Jam,Major,491,116,"2019-02-28 18:45:01.873000"
Guimaraes,"stationary traffic",,"N105 / Rua da Cruz de Pedra","Largo 25 de Abril (N101)",,Jam,Major,234,215,"2019-02-28 18:45:01.873000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,511,202,"2019-02-28 18:45:01.873000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua De Santo António (N101)",N101,Jam,Major,1139,299,"2019-02-28 18:25:02.048000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,1519,393,"2019-02-28 18:25:02.048000"
Guimaraes,"stationary traffic",,"N105 (N206)","Acesso A11, Guimarães Oeste (N206)",N206,Jam,Major,1755,289,"2019-02-28 18:25:02.048000"
Guimaraes,"slow traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Minor,333,43,"2019-02-28 18:25:02.048000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,640,131,"2019-02-28 18:25:02.048000"
Guimaraes,"stationary traffic",,"N105 / Rua da Cruz de Pedra","Largo 25 de Abril (N101)",,Jam,Major,190,214,"2019-02-28 18:25:02.048000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,704,150,"2019-02-28 18:25:02.048000"
Guimaraes,"stationary traffic",,"N207-4 (N309)","Rua 24 de Junho (N309)",N309,Jam,Major,490,191,"2019-02-28 18:25:02.048000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua Reitor Francisco José Ribeiro (N101)",N101,Jam,Major,609,202,"2019-02-28 18:05:01.717000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1440,213,"2019-02-28 18:05:01.717000"
Guimaraes,"stationary traffic",,"N105 / Rua da Cruz de Pedra","Largo 25 de Abril (N101)",,Jam,Major,190,256,"2019-02-28 18:05:01.717000"
Guimaraes,"stationary traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,582,190,"2019-02-28 18:05:01.717000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,704,220,"2019-02-28 18:05:01.717000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,644,151,"2019-02-28 17:45:01.838000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,511,163,"2019-02-28 17:45:01.838000"
Guimaraes,"slow traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Minor,333,35,"2019-02-28 17:45:01.838000"
Guimaraes,"stationary traffic",,"IC5 (Mesão Frio) (N101)","Avenida Do Rio De Janeiro (N101)",N101,Jam,Major,441,160,"2019-02-28 17:45:01.838000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,511,180,"2019-02-28 17:25:01.895000"
Guimaraes,"queuing traffic",,N101,"Largo de Navarros de Andrade",,Jam,Moderate,388,141,"2019-02-28 15:45:01.707000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,209,178,"2019-02-28 15:25:02.058000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,773,196,"2019-02-28 14:05:01.698000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1478,287,"2019-02-28 09:05:01.862000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,906,182,"2019-02-28 08:45:02.699000"
Guimaraes,"slow traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Minor,419,30,"2019-02-28 08:45:02.699000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,943,194,"2019-02-27 19:45:01.868000"
Guimaraes,"queuing traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Moderate,1541,262,"2019-02-27 19:25:02.531000"
Guimaraes,"stationary traffic",,"Praceta da Resistência ao Fascismo","Avenida do Rio de Janeiro",,Jam,Major,205,239,"2019-02-27 19:25:02.531000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,681,132,"2019-02-27 19:25:02.531000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,511,164,"2019-02-27 19:05:02.205000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,228,141,"2019-02-27 19:05:02.205000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,981,188,"2019-02-27 19:05:02.205000"
Guimaraes,"stationary traffic",,"N105 / Rua de Angola","Alameda Cidade de Lisboa",,Jam,Major,232,396,"2019-02-27 18:45:01.987000"
Guimaraes,"queuing traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Moderate,988,174,"2019-02-27 18:45:01.987000"
Guimaraes,"stationary traffic",,"Quinta de Vilaverde",Urgezes,,Jam,Major,423,152,"2019-02-27 18:45:01.987000"
Guimaraes,"stationary traffic",,"Largo da República do Brasil (N101)",Urgezes,,Jam,Major,742,263,"2019-02-27 18:45:01.987000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,1072,271,"2019-02-27 18:45:01.987000"
Guimaraes,"stationary traffic",,"Rua João Paulo II (N101)","Rua De Santo António (N101)",N101,Jam,Major,1627,982,"2019-02-27 18:25:01.795000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,1341,357,"2019-02-27 18:25:01.795000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,726,127,"2019-02-27 18:25:01.795000"
Guimaraes,"queuing traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Moderate,512,87,"2019-02-27 18:25:01.795000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,929,223,"2019-02-27 18:25:01.795000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,730,224,"2019-02-27 18:05:01.821000"
Guimaraes,"queuing traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Moderate,620,152,"2019-02-27 18:05:01.821000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,315,229,"2019-02-27 18:05:01.821000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,539,211,"2019-02-27 17:45:02.190000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,318,160,"2019-02-27 17:45:02.190000"
Guimaraes,"stationary traffic",,"São Sebastião","Largo da República do Brasil (N101)",,Jam,Major,481,136,"2019-02-27 15:05:01.690000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,588,166,"2019-02-27 14:05:01.720000"
Guimaraes,"slow traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Minor,988,116,"2019-02-27 09:05:01.963000"
Guimaraes,"stationary traffic",,"Parque de Estacionamento / Rua Paulo VI",Urgezes,,Jam,Major,280,149,"2019-02-27 09:05:01.963000"
Guimaraes,"queuing traffic",,"N105 (N206)","Acesso A11, Guimarães Oeste (N206)",N206,Jam,Moderate,1717,229,"2019-02-27 08:45:01.810000"
Guimaraes,"queuing traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Moderate,476,79,"2019-02-27 08:45:01.810000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,644,140,"2019-02-27 08:45:01.810000"
Guimaraes,"stationary traffic",,"Largo da República do Brasil (N101)","Rua do Centro / Rua Comandante José Luís de Pina",,Jam,Major,410,213,"2019-02-27 08:45:01.810000"
Guimaraes,"slow traffic",,"Rua Eduardo Manuel De Almeida (N105)","Rua De Angola (N105)",N105,Jam,Minor,261,32,"2019-02-26 19:25:01.706000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,981,137,"2019-02-26 19:25:01.706000"
Guimaraes,"queuing traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Moderate,539,157,"2019-02-26 19:25:01.706000"
Guimaraes,"queuing traffic",,"Largo da República do Brasil (N101)","São Sebastião",,Jam,Moderate,479,127,"2019-02-26 19:25:01.706000"
Guimaraes,"stationary traffic",,"Rua Eduardo Manuel De Almeida (N105)","Rua De Angola (N105)",N105,Jam,Major,201,50,"2019-02-26 19:05:01.936000"
Guimaraes,"queuing traffic",,Creixomil,"Avenida Dom Afonso Henriques",N105,Jam,Moderate,843,170,"2019-02-26 19:05:01.936000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,981,162,"2019-02-26 19:05:01.936000"
Guimaraes,"stationary traffic",,"Quinta de Vilaverde",Urgezes,,Jam,Major,490,147,"2019-02-26 19:05:01.936000"
Guimaraes,"stationary traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,634,190,"2019-02-26 19:05:01.936000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua Reitor Francisco José Ribeiro (N101)",N101,Jam,Major,779,372,"2019-02-26 18:45:01.890000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,1379,387,"2019-02-26 18:45:01.890000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,640,131,"2019-02-26 18:45:01.890000"
Guimaraes,"stationary traffic",,"N105 / Rua da Cruz de Pedra","Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras",,Jam,Major,180,256,"2019-02-26 18:45:01.890000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua De Santo António (N101)",N101,Jam,Major,966,360,"2019-02-26 18:25:01.877000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,1724,439,"2019-02-26 18:25:01.877000"
Guimaraes,"stationary traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Major,667,148,"2019-02-26 18:25:01.877000"
Guimaraes,"stationary traffic",,"Quinta de Vilaverde",Urgezes,,Jam,Major,400,131,"2019-02-26 18:25:01.877000"
Guimaraes,"stationary traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Major,988,241,"2019-02-26 18:25:01.877000"
Guimaraes,"queuing traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Moderate,568,144,"2019-02-26 18:25:01.877000"
Guimaraes,"stationary traffic",,"Rua Cónogo Doutor Manuel Faria (N309)","IC5 (N309)",N309,Jam,Major,326,176,"2019-02-26 18:25:01.877000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua De Santo António (N101)",N101,Jam,Major,1139,304,"2019-02-26 18:05:02.752000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1478,260,"2019-02-26 18:05:02.752000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,960,196,"2019-02-26 18:05:02.752000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,568,186,"2019-02-26 18:05:02.752000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,256,214,"2019-02-26 18:05:02.752000"
Guimaraes,"stationary traffic",,"Rua Calouste Gulbenkian / Praça Cidade Igualada","Largo Condessa Mumadona (N101)",,Jam,Major,170,131,"2019-02-26 18:05:02.752000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua De Santo António (N101)",N101,Jam,Major,1110,377,"2019-02-26 17:45:01.957000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1341,260,"2019-02-26 17:45:01.957000"
Guimaraes,"stationary traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,620,221,"2019-02-26 17:45:01.957000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,228,170,"2019-02-26 17:45:01.957000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,491,117,"2019-02-26 17:45:01.957000"
Guimaraes,"slow traffic",,"Rua Eduardo Manuel De Almeida (N105)","Rua De Angola (N105)",N105,Jam,Minor,261,29,"2019-02-26 17:45:01.957000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,794,153,"2019-02-26 14:05:00.072000"
Guimaraes,"slow traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Minor,482,51,"2019-02-26 08:45:01.683000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,256,156,"2019-02-26 08:45:01.683000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,787,130,"2019-02-26 08:45:01.683000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1535,263,"2019-02-26 08:25:02.054000"
Guimaraes,"queuing traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Moderate,226,37,"2019-02-26 08:25:02.054000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,704,108,"2019-02-25 19:45:01.739000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,586,153,"2019-02-25 19:25:01.742000"
Guimaraes,"slow traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Minor,964,119,"2019-02-25 19:25:01.742000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,1062,250,"2019-02-25 19:05:01.628000"
Guimaraes,"stationary traffic",,"N105 / Rua da Cruz de Pedra","Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras",,Jam,Major,180,173,"2019-02-25 19:05:01.628000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,272,213,"2019-02-25 19:05:01.628000"
Guimaraes,"stationary traffic",,"Rua João Paulo II (N101)","Rua De Santo António (N101)",N101,Jam,Major,1489,406,"2019-02-25 18:45:01.879000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1609,324,"2019-02-25 18:45:01.879000"
Guimaraes,"stationary traffic",,"Rua 24 de Junho / Rua Padre Firmino","Rua de Santa Eulália (N101)",,Jam,Major,599,243,"2019-02-25 18:45:01.879000"
Guimaraes,"queuing traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Moderate,590,106,"2019-02-25 18:45:01.879000"
Guimaraes,"stationary traffic",,"N105 / Rua da Cruz de Pedra","Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras",,Jam,Major,190,154,"2019-02-25 18:45:01.879000"
Guimaraes,"queuing traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Moderate,584,164,"2019-02-25 18:45:01.879000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,209,139,"2019-02-25 18:45:01.879000"
Guimaraes,"stationary traffic",,"Rua João Paulo II (N101)","Rua De Santo António (N101)",N101,Jam,Major,1452,785,"2019-02-25 18:25:02.897000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,1341,370,"2019-02-25 18:25:02.897000"
Guimaraes,"stationary traffic",,"Rua 24 de Junho / Rua Padre Firmino","Rua de Santa Eulália (N101)",,Jam,Major,599,293,"2019-02-25 18:25:02.897000"
Guimaraes,"stationary traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Major,681,169,"2019-02-25 18:25:02.897000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,228,212,"2019-02-25 18:25:02.897000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua De Santo António (N101)",N101,Jam,Major,1405,365,"2019-02-25 18:05:03.383000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1161,226,"2019-02-25 18:05:03.383000"
Guimaraes,"stationary traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,634,237,"2019-02-25 18:05:03.383000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,730,136,"2019-02-25 17:45:05.966000"
Guimaraes,"queuing traffic",,"Rua Eduardo Manuel De Almeida (N105)","Rua De Angola (N105)",N105,Jam,Moderate,281,47,"2019-02-25 17:45:05.966000"
Guimaraes,"stationary traffic",,"Largo Bernardo Valentim Moreira de Sá / Alameda São Dâmaso (N101)","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,403,163,"2019-02-25 17:05:01.820000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,588,148,"2019-02-25 14:25:01.804000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,588,158,"2019-02-25 14:05:01.606000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,650,183,"2019-02-25 13:45:01.751000"
Guimaraes,"queuing traffic",,"Rua Eduardo Manuel De Almeida (N105)","IC5/N101 (N105)",N105,Jam,Moderate,460,58,"2019-02-25 12:25:01.914000"
Guimaraes,"stationary traffic",,"Rua De Teixeira De Pascoais (N101)","Rua João Paulo II (N101)",N101,Jam,Major,588,149,"2019-02-25 09:05:02.075000"
Guimaraes,"stationary traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,582,225,"2019-02-25 09:05:02.075000"
Guimaraes,"queuing traffic",,"N206 (N105)","Acesso A11, Guimarães Sul (N105)",N105,Jam,Moderate,464,78,"2019-02-25 09:05:02.075000"
Guimaraes,"stationary traffic",,"Rua De Teixeira De Pascoais (N101)","Rua João Paulo II (N101)",N101,Jam,Major,588,126,"2019-02-25 08:45:01.868000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,228,147,"2019-02-25 08:45:01.868000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,876,217,"2019-02-25 08:25:01.877000"
Guimaraes,"stationary traffic",,Urgezes,"Largo da República do Brasil (N101)",,Jam,Major,325,122,"2019-02-25 08:25:01.877000"
Guimaraes,"stationary traffic",,"Largo Bernardo Valentim Moreira de Sá / Alameda São Dâmaso (N101)","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,403,185,"2019-02-24 21:25:01.902000"
Guimaraes,"stationary traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Major,718,162,"2019-02-24 19:25:01.612000"
Guimaraes,"slow traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Minor,435,53,"2019-02-24 19:05:01.759000"
Guimaraes,"stationary traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Major,333,96,"2019-02-24 18:25:01.811000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,328,339,"2019-02-24 18:25:01.811000"
Guimaraes,"queuing traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Moderate,461,61,"2019-02-24 18:05:02.069000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,228,177,"2019-02-24 18:05:02.069000"
Guimaraes,"slow traffic",,"Alameda São Dâmaso","Largo de Navarros de Andrade",N101,Jam,Minor,502,152,"2019-02-24 17:45:01.897000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,247,251,"2019-02-24 17:45:01.897000"
Guimaraes,"stationary traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Major,435,92,"2019-02-24 17:25:02.110000"
Guimaraes,"stationary traffic",,"Rua De São Gonçalo/Rua De Gil Vicente (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,664,428,"2019-02-24 17:25:02.110000"
Guimaraes,"queuing traffic",,N101,"Largo de Navarros de Andrade",,Jam,Moderate,323,126,"2019-02-24 17:25:02.110000"
Guimaraes,"stationary traffic",,"Rua De São Gonçalo/Rua De Gil Vicente (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,664,514,"2019-02-24 17:05:01.746000"
Guimaraes,"queuing traffic",,"Alameda de São Dâmaso (N101)","Largo de Navarros de Andrade",,Jam,Moderate,279,164,"2019-02-24 17:05:01.746000"
Guimaraes,"queuing traffic",,"Rua Eduardo Manuel De Almeida (N105)","Rua De Angola (N105)",N105,Jam,Moderate,216,36,"2019-02-24 16:45:01.841000"
Guimaraes,"stationary traffic",,"Rua De São Gonçalo/Rua De Gil Vicente (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,298,246,"2019-02-24 16:45:01.841000"
Guimaraes,"stationary traffic",,"Rua De Cam?es (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,344,178,"2019-02-24 16:45:01.841000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso","Rua Rainha Dona Maria II",N101,Jam,Major,356,226,"2019-02-24 16:45:01.841000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,256,184,"2019-02-24 16:45:01.841000"
Guimaraes,"stationary traffic",,"Rua De São Gonçalo/Rua De Gil Vicente (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,338,276,"2019-02-24 16:25:01.800000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso","Largo de Navarros de Andrade",N101,Jam,Major,502,304,"2019-02-24 16:25:01.800000"
Guimaraes,"stationary traffic",,"Rua De Teixeira De Pascoais (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,342,338,"2019-02-24 16:05:01.988000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso","Largo de Navarros de Andrade",N101,Jam,Major,502,374,"2019-02-24 16:05:01.988000"
Guimaraes,"stationary traffic",,"Rua De São Gonçalo/Rua De Gil Vicente (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,704,458,"2019-02-24 15:45:01.843000"
Guimaraes,"queuing traffic",,N101,"Rua de Santo António",,Jam,Moderate,281,135,"2019-02-24 15:45:01.843000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,209,155,"2019-02-24 15:45:01.843000"
