city_name,description,cause_of_incident,from_road,to_road,affected_roads,incident_category_desc,magnitude_of_delay_desc,length_in_meters,delay_in_seconds,incident_date
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1237,204,"2018-12-07 09:07:10.459000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,1169,313,"2018-12-07 08:47:10.227000"
Guimaraes,"stationary traffic",,"Rua João Paulo II (N101)","IC5/N105 (N101)",N101,Jam,Major,755,164,"2018-12-07 08:47:10.227000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,733,179,"2018-12-07 08:47:10.227000"
Guimaraes,"queuing traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Moderate,361,66,"2018-12-07 08:47:10.227000"
Guimaraes,"stationary traffic",,"Quinta de Vilaverde",Urgezes,,Jam,Major,498,212,"2018-12-07 08:47:10.227000"
Guimaraes,"stationary traffic",,N101,"Rua do Centro / Rua Comandante José Luís de Pina",,Jam,Major,557,184,"2018-12-07 08:47:10.227000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,322,147,"2018-12-07 08:47:10.227000"
Guimaraes,"stationary traffic",,"N101 (Mesão Frio) (IC5)","N309 (IC5)",IC5,Jam,Major,391,82,"2018-12-07 08:47:10.227000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,440,125,"2018-12-07 08:27:10.117000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,615,117,"2018-12-07 08:27:10.117000"
Guimaraes,"stationary traffic",,"Alameda Doutor Mariano Felgueiras","Rua de São Miguel",N206,Jam,Major,322,126,"2018-12-07 08:27:10.117000"
Guimaraes,"slow traffic",,"N206 (N105)","Acesso A11, Guimarães Sul (N105)",N105,Jam,Minor,602,71,"2018-12-07 08:27:10.117000"
Guimaraes,"stationary traffic",,"Rua Francisco dos Santos Guimarães","Rua Eduardo Manuel de Almeida",,Jam,Major,297,147,"2018-12-07 08:27:10.117000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,264,144,"2018-12-07 08:27:10.117000"
Guimaraes,"stationary traffic",,"Rua Dom Cristovão de São Boaventura","Rua Comendador Joaquim São Oliveira",,Jam,Major,322,168,"2018-12-07 08:27:10.117000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,791,170,"2018-12-07 08:07:10.027000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,200,"2018-12-06 20:27:09.750000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,127,"2018-12-06 20:07:10.201000"
Guimaraes,"stationary traffic",,"Rua Doutor Bento Cardoso / Rua da Liberdade","Largo 25 de Abril (N101)",,Jam,Major,205,249,"2018-12-06 19:47:09.978000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,384,210,"2018-12-06 19:47:09.978000"
Guimaraes,"queuing traffic",,"Alameda de São Dâmaso (N101)","Largo de Navarros de Andrade",,Jam,Moderate,264,122,"2018-12-06 19:47:09.978000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,733,197,"2018-12-06 19:47:09.978000"
Guimaraes,"slow traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Minor,1084,144,"2018-12-06 19:47:09.978000"
Guimaraes,"queuing traffic",,"Rua Eduardo Manuel De Almeida (N105)","Rua De Angola (N105)",N105,Jam,Moderate,264,44,"2018-12-06 19:27:09.997000"
Guimaraes,"queuing traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Moderate,1143,196,"2018-12-06 19:27:09.997000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,264,"2018-12-06 19:27:09.997000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,384,251,"2018-12-06 19:27:09.997000"
Guimaraes,"queuing traffic",,N101,"Largo de Navarros de Andrade",,Jam,Moderate,367,145,"2018-12-06 19:27:09.997000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,178,134,"2018-12-06 19:27:09.997000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,201,"2018-12-06 19:27:09.997000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,199,"2018-12-06 19:07:10.458000"
Guimaraes,"stationary traffic",,"Rua De Teixeira De Pascoais (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,381,345,"2018-12-06 19:07:10.458000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,384,405,"2018-12-06 19:07:10.458000"
Guimaraes,"stationary traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,615,235,"2018-12-06 19:07:10.458000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,303,291,"2018-12-06 19:07:10.458000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,184,"2018-12-06 19:07:10.458000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,1084,213,"2018-12-06 19:07:10.458000"
Guimaraes,"stationary traffic",,"Rua das Lameiras","Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras",,Jam,Major,205,127,"2018-12-06 18:47:10.107000"
Guimaraes,"stationary traffic",,"Avenida Conde de Margaride / Travessa dos Gaiteiros","Largo Comandante José de Pina (N101)",,Jam,Major,264,179,"2018-12-06 18:47:10.107000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,306,"2018-12-06 18:47:10.107000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,384,331,"2018-12-06 18:47:10.107000"
Guimaraes,"queuing traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Moderate,615,151,"2018-12-06 18:47:10.107000"
Guimaraes,"stationary traffic",,"Quinta de Vilaverde",Urgezes,,Jam,Major,381,126,"2018-12-06 18:47:10.107000"
Guimaraes,"stationary traffic",,"Largo da República do Brasil (N101)",Urgezes,,Jam,Major,557,230,"2018-12-06 18:47:10.107000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,172,"2018-12-06 18:47:10.107000"
Guimaraes,"stationary traffic",,"Acesso A11, Guimarães Sul (N105)","Rua Eduardo Manuel De Almeida (N105)",N105,Jam,Major,1311,314,"2018-12-06 18:47:10.107000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,1237,315,"2018-12-06 18:27:10.122000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,498,104,"2018-12-06 18:27:10.122000"
Guimaraes,"stationary traffic",,"N105 (N206)","Acesso A11, Guimarães Oeste (N206)",N206,Jam,Major,1764,296,"2018-12-06 18:27:10.122000"
Guimaraes,"stationary traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Major,538,130,"2018-12-06 18:27:10.122000"
Guimaraes,"stationary traffic",,"Rua das Lameiras","Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras",,Jam,Major,205,211,"2018-12-06 18:27:10.122000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,333,"2018-12-06 18:27:10.122000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,384,315,"2018-12-06 18:27:10.122000"
Guimaraes,"stationary traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,615,218,"2018-12-06 18:27:10.122000"
Guimaraes,"stationary traffic",,"Quinta de Vilaverde",Urgezes,,Jam,Major,381,149,"2018-12-06 18:27:10.122000"
Guimaraes,"queuing traffic",,"Largo da República do Brasil (N101)",Urgezes,,Jam,Moderate,674,126,"2018-12-06 18:27:10.122000"
Guimaraes,"stationary traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Major,1319,358,"2018-12-06 18:27:10.122000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua Reitor Francisco José Ribeiro (N101)",N101,Jam,Major,956,309,"2018-12-06 18:07:10.940000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1338,184,"2018-12-06 18:07:10.940000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,1084,381,"2018-12-06 18:07:10.940000"
Guimaraes,"stationary traffic",,"Avenida Conde de Margaride / Travessa dos Gaiteiros","Largo Comandante José de Pina (N101)",,Jam,Major,264,205,"2018-12-06 18:07:10.940000"
Guimaraes,"stationary traffic",,"N105 (N206)","Acesso A11, Guimarães Oeste (N206)",N206,Jam,Major,1764,374,"2018-12-06 18:07:10.940000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,462,"2018-12-06 18:07:10.940000"
Guimaraes,"stationary traffic",,"Rua De Teixeira De Pascoais (N101)","Rua De Cam?es (N101)",N101,Jam,Major,322,402,"2018-12-06 18:07:10.940000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,384,329,"2018-12-06 18:07:10.940000"
Guimaraes,"queuing traffic",,"Alameda de São Dâmaso (N101)","Largo de Navarros de Andrade",,Jam,Moderate,264,134,"2018-12-06 18:07:10.940000"
Guimaraes,"stationary traffic",,"Rua Doutor Bento Cardoso / Rua da Liberdade","Largo 25 de Abril (N101)",,Jam,Major,205,326,"2018-12-06 17:47:11.162000"
Guimaraes,"stationary traffic",,"Rua De Teixeira De Pascoais (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,381,353,"2018-12-06 17:47:11.162000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,908,232,"2018-12-06 17:47:11.162000"
Guimaraes,"queuing traffic",,"Alameda de São Dâmaso (N101)","Largo de Navarros de Andrade",,Jam,Moderate,264,130,"2018-12-06 17:47:11.162000"
Guimaraes,"queuing traffic",,"Quinta de Vilaverde",Urgezes,,Jam,Moderate,498,134,"2018-12-06 17:47:11.162000"
Guimaraes,"stationary traffic",,N101,Urgezes,,Jam,Major,557,220,"2018-12-06 17:47:11.162000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1338,213,"2018-12-06 17:47:11.162000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,1338,206,"2018-12-06 17:27:11.271000"
Guimaraes,"stationary traffic",,"Rua das Lameiras","Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras",,Jam,Major,205,149,"2018-12-06 17:27:11.271000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,239,149,"2018-12-06 16:27:11.223000"
Guimaraes,"queuing traffic",,"Rua Eduardo Manuel De Almeida (N105)","Rua De Angola (N105)",N105,Jam,Moderate,184,31,"2018-12-06 15:47:09.953000"
Guimaraes,"stationary traffic",,"Rua Doutor Bento Cardoso / Rua da Liberdade","Largo 25 de Abril (N101)",,Jam,Major,205,279,"2018-12-06 15:27:11.061000"
Guimaraes,"stationary traffic",,"Largo 25 de Abril (N101)","Largo de Navarros de Andrade",,Jam,Major,256,190,"2018-12-06 15:27:11.061000"
Guimaraes,"queuing traffic",,N101,Urgezes,,Jam,Moderate,709,155,"2018-12-06 15:27:11.061000"
Guimaraes,"stationary traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Major,963,233,"2018-12-06 15:27:11.061000"
Guimaraes,"stationary traffic",,"Rua Doutor Bento Cardoso / Rua da Liberdade","Largo 25 de Abril (N101)",,Jam,Major,205,273,"2018-12-06 15:07:10.007000"
Guimaraes,"queuing traffic",,N101,Urgezes,,Jam,Moderate,709,138,"2018-12-06 15:07:10.007000"
Guimaraes,"slow traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Minor,1084,138,"2018-12-06 14:47:10.206000"
Guimaraes,"stationary traffic",,"Rua Doutor Bento Cardoso / Rua da Liberdade","Largo 25 de Abril (N101)",,Jam,Major,205,196,"2018-12-06 14:47:10.206000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,136,"2018-12-06 13:47:10.057000"
Guimaraes,"queuing traffic",,"Avenida Conde de Margaride / Travessa dos Gaiteiros","Largo Comandante José de Pina (N101)",,Jam,Moderate,294,121,"2018-12-06 13:47:10.057000"
Guimaraes,"slow traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Minor,963,125,"2018-12-06 13:07:09.606000"
Guimaraes,"slow traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Minor,329,39,"2018-12-06 08:47:09.990000"
Guimaraes,"queuing traffic",,N101,Urgezes,,Jam,Moderate,557,132,"2018-12-06 08:47:09.990000"
Guimaraes,"stationary traffic",,"Praceta Cidade de Kaiserslautern","Praça Cidade Igualada / Rua Carlos Malheiro Dias",,Jam,Major,415,220,"2018-12-06 08:27:09.852000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,557,108,"2018-12-05 19:47:09.647000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,276,"2018-12-05 19:27:09.966000"
Guimaraes,"stationary traffic",,"Rua Cónogo Doutor Manuel Farla","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,334,176,"2018-12-05 19:27:09.966000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,384,137,"2018-12-05 19:27:09.966000"
Guimaraes,"queuing traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Moderate,1260,214,"2018-12-05 19:27:09.966000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,288,"2018-12-05 19:07:09.891000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,315,"2018-12-05 18:47:09.687000"
Guimaraes,"stationary traffic",,"Rua das Lameiras","Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras",,Jam,Major,205,120,"2018-12-05 18:27:09.778000"
Guimaraes,"stationary traffic",,"Quinta de Vilaverde",Urgezes,,Jam,Major,322,191,"2018-12-05 18:27:09.778000"
Guimaraes,"stationary traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Major,1084,268,"2018-12-05 18:27:09.778000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,543,212,"2018-12-05 18:07:09.874000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,178,138,"2018-12-05 18:07:09.874000"
Guimaraes,"stationary traffic",,"Rua Cónogo Doutor Manuel Farla","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,347,174,"2018-12-05 17:47:10.770000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,303,176,"2018-12-05 17:47:10.770000"
Guimaraes,"stationary traffic",,"Oliveira Do Castelo (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,205,149,"2018-12-05 17:07:09.866000"
Guimaraes,"stationary traffic",,"Alameda São Dâmaso (N101) / Largo Bernardo Valentim Moreira de Sá","Rua Eduardo Manuel de Almeida / Avenida Dom João IV",,Jam,Major,263,161,"2018-12-05 16:47:09.899000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,786,164,"2018-12-05 16:07:09.650000"
Guimaraes,"stationary traffic",,N101,Urgezes,,Jam,Major,789,287,"2018-12-05 15:47:09.739000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,850,231,"2018-12-05 15:27:09.746000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,174,"2018-12-05 15:07:09.366000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,174,"2018-12-05 14:47:09.744000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,322,283,"2018-12-05 14:47:09.744000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,149,"2018-12-05 14:27:09.937000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,903,190,"2018-12-05 14:07:09.886000"
Guimaraes,"stationary traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Major,667,197,"2018-12-05 14:07:09.886000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,609,151,"2018-12-05 13:47:09.595000"
Guimaraes,"stationary traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Major,456,265,"2018-12-05 12:47:09.943000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,850,165,"2018-12-05 09:27:11.513000"
Guimaraes,"queuing traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Moderate,572,72,"2018-12-05 09:07:11.134000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,235,125,"2018-12-05 08:47:11.054000"
Guimaraes,"stationary traffic",,"Praceta Cidade de Kaiserslautern","Praça Cidade Igualada / Rua Carlos Malheiro Dias",,Jam,Major,298,131,"2018-12-05 08:27:10.316000"
Guimaraes,"stationary traffic",,"Acesso A11, Guimarães Sul (N105)","Rua Eduardo Manuel De Almeida (N105)",N105,Jam,Major,1020,282,"2018-12-04 19:47:09.842000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,592,185,"2018-12-04 19:47:09.842000"
Guimaraes,"stationary traffic",,"Alameda da Universidade (N309)","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,660,222,"2018-12-04 19:27:10.222000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,238,"2018-12-04 19:07:10.387000"
Guimaraes,"stationary traffic",,"Rua Cónogo Doutor Manuel Farla","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,383,139,"2018-12-04 19:07:10.387000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,318,275,"2018-12-04 19:07:10.387000"
Guimaraes,"queuing traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Moderate,1182,166,"2018-12-04 19:07:10.387000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,225,"2018-12-04 18:47:11.335000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,595,253,"2018-12-04 18:47:11.335000"
Guimaraes,"slow traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Minor,455,51,"2018-12-04 18:27:11.577000"
Guimaraes,"queuing traffic",,"Vista Alegre (N105)","Rua De Angola (N105)",N105,Jam,Moderate,1084,201,"2018-12-04 18:27:11.577000"
Guimaraes,"stationary traffic",,"Rua do Mercado Municipal / Rua Padre Augusto Borges de Sá","Largo 25 de Abril (N101)",,Jam,Major,248,225,"2018-12-04 18:27:11.577000"
Guimaraes,"stationary traffic",,"Rua Cónego Manuel Faria / Rua de Alexandre Herculano","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,322,159,"2018-12-04 18:27:11.577000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,908,187,"2018-12-04 18:07:12.300000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,592,167,"2018-12-04 18:07:12.300000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,303,211,"2018-12-04 18:07:12.300000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,157,"2018-12-04 17:47:11.604000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,591,246,"2018-12-04 17:47:11.604000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,190,"2018-12-04 17:27:11.071000"
Guimaraes,"stationary traffic",,"Rua das Lameiras","Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras",,Jam,Major,205,125,"2018-12-04 17:27:11.071000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,557,151,"2018-12-04 17:07:11.414000"
Guimaraes,"stationary traffic",,"Quinta de Vilaverde","Rua Eduardo Manuel de Almeida / Avenida Dom Afonso Henriques",,Jam,Major,322,204,"2018-12-04 15:47:10.245000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,733,165,"2018-12-04 14:07:10.276000"
Guimaraes,"queuing traffic",,"N101/N105 (IC5)","N309 (IC5)",IC5,Jam,Moderate,381,58,"2018-12-04 11:27:10.096000"
Guimaraes,"stationary traffic",,"Rua De Teixeira De Pascoais (N101)","Rua João Paulo II (N101)",N101,Jam,Major,1007,370,"2018-12-04 09:47:09.890000"
Guimaraes,"stationary traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Major,967,689,"2018-12-04 09:27:09.929000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,615,347,"2018-12-04 09:27:09.929000"
Guimaraes,"stationary traffic",,"Rua De Teixeira De Pascoais (N101)","Rua João Paulo II (N101)",N101,Jam,Major,377,196,"2018-12-04 09:27:09.929000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","IC5/N105 (N101)",N101,Jam,Moderate,967,153,"2018-12-04 09:07:09.748000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,615,105,"2018-12-04 09:07:09.748000"
Guimaraes,"queuing traffic",,"Rua Do Parque Industrial Da Ponte (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,674,121,"2018-12-04 08:47:10.267000"
Guimaraes,"queuing traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Moderate,615,104,"2018-12-04 08:47:10.267000"
Guimaraes,"stationary traffic",,"N206 (N105)","Rua De Angola (N105)",N105,Jam,Major,872,175,"2018-12-04 08:47:10.267000"
Guimaraes,"stationary traffic",,"Rua Francisco dos Santos Guimarães","Rua Eduardo Manuel de Almeida",,Jam,Major,334,115,"2018-12-04 08:27:10.611000"
Guimaraes,"stationary traffic",,"Rua Serpa Pinto (N101)","Largo Da República Do Brasil (N101)",N101,Jam,Major,243,186,"2018-12-04 08:27:10.611000"
Guimaraes,"stationary traffic",,"Praça Cidade Igualada / Rua Carlos Malheiro Dias","Rua Comendador Joaquim São Oliveira",,Jam,Major,205,148,"2018-12-04 08:27:10.611000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,850,187,"2018-12-04 08:07:09.935000"
Guimaraes,"stationary traffic",,"IC5/N105 (N101)","Rua João Paulo II (N101)",N101,Jam,Major,557,159,"2018-12-03 19:27:10.253000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,554,252,"2018-12-03 19:27:10.253000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,791,108,"2018-12-03 19:27:10.253000"
Guimaraes,"stationary traffic",,"Rua De São Gonçalo/Rua De Gil Vicente (N101)","Rua De Teixeira De Pascoais (N101)",N101,Jam,Major,285,132,"2018-12-03 19:07:10.221000"
Guimaraes,"stationary traffic",,"Rua Doutor Bento Cardoso / Rua da Liberdade","Largo 25 de Abril (N101)",,Jam,Major,205,326,"2018-12-03 19:07:10.221000"
Guimaraes,"queuing traffic",,"Acesso A11, Guimarães Sul (N105)","Rua De Angola (N105)",N105,Jam,Moderate,791,119,"2018-12-03 19:07:10.221000"
Guimaraes,"stationary traffic",,"Rua Doutor Bento Cardoso / Rua da Liberdade","Largo 25 de Abril (N101)",,Jam,Major,205,322,"2018-12-03 18:47:10.124000"
Guimaraes,"stationary traffic",,"Praceta Rotary Club de Guimarães","Alameda Doutor Alfredo Pimenta (N101)",,Jam,Major,582,171,"2018-12-03 18:47:10.124000"
